timestamp,latitudine,longitudine,NO2 (ppb),VOC (ppb),PM10 (ug/m3),PM25 (ug/m3)
1647605621,45.063442,7.678935,16.000000,78.000000,26.507898,21.628817
1647605682,45.063110,7.678857,16.000000,78.000000,26.507898,21.628817
1647605682,45.063110,7.678857,16.000000,74.000000,22.628817,24.645151
1647605743,45.062386,7.679121,16.000000,64.000000,25.645151,19.918600
1647605747,45.062382,7.680018,16.000000,64.000000,25.645151,19.918600
1647605754,45.062214,7.679081,17.000000,62.000000,24.609367,26.329199
1647605933,45.060486,7.678901,19.000000,54.000000,39.068043,25.281662
1647605963,45.060158,7.678586,20.000000,53.000000,31.990627,27.369068
1647606013,45.059540,7.678079,20.000000,53.000000,31.990627,27.369068
1647606073,45.058685,7.677636,21.000000,53.000000,28.369068,27.207970
1647606103,45.058964,7.677695,21.000000,45.000000,41.064938,27.845963
1647606115,45.058441,7.677458,21.000000,45.000000,41.064938,27.845963
1647606198,45.057018,7.677146,22.000000,41.000000,28.845963,30.746641
1647606198,45.057018,7.677146,23.000000,39.000000,31.746641,32.931435
1647606323,45.055950,7.676692,21.000000,81.000000,47.833271,24.144829
