timestamp,latitudine,longitudine,NO2 (ppb),VOC (ppb),PM10 (ug/m3),PM25 (ug/m3)
1646137329,45.057728,7.680935,0.000000,151.000000,2.000000,1.000000
1646137329,45.057728,7.680935,5.000000,148.000000,10.279537,1.000000
1646139239,45.057743,7.680939,5.000000,219.000000,34.793507,33.793507
1646139239,45.057743,7.680939,0.000000,0.000000,39.090221,35.418789
1646139239,45.057743,7.680939,5.000000,228.000000,66.880135,34.396378
1646140975,45.057732,7.680985,4.000000,221.000000,90.818527,26.034031
1646142664,45.057732,7.680930,4.000000,211.000000,98.834351,25.403790
1646142664,45.057732,7.680930,4.000000,209.000000,54.108727,23.361624
1646142942,45.057732,7.680939,4.000000,210.000000,89.290192,24.927299
1646142942,45.057732,7.680939,3.000000,207.000000,65.529839,22.383198
1646143222,45.057732,7.680943,3.000000,209.000000,89.454391,26.258238
1646143222,45.057732,7.680943,4.000000,207.000000,66.377747,26.922310
1646143500,45.057735,7.680932,3.000000,207.000000,69.004959,24.762192
1646143500,45.057735,7.680932,3.000000,206.000000,76.865189,23.366852
1646143776,45.057728,7.680927,3.000000,207.000000,71.308395,24.963955
1646143776,45.057728,7.680927,3.000000,205.000000,82.266388,25.216690
1646144057,45.057732,7.680930,3.000000,204.000000,92.824982,24.433697
1646144057,45.057732,7.680930,3.000000,206.000000,61.142300,25.156013
1646144334,45.057735,7.680938,3.000000,202.000000,63.922165,24.252222
1646144334,45.057735,7.680938,3.000000,203.000000,76.200661,24.388559
1646144610,45.057743,7.680939,3.000000,202.000000,70.711555,24.391775
1646144610,45.057743,7.680939,3.000000,200.000000,78.941566,26.543505
1646144888,45.057739,7.680946,3.000000,202.000000,82.101311,22.462534
1646144888,45.057739,7.680946,3.000000,201.000000,78.685783,23.031733
1646145159,45.057751,7.680979,3.000000,197.000000,71.118675,23.143295
1646145159,45.057751,7.680979,3.000000,197.000000,58.722687,21.017603
1646145438,45.057762,7.680986,3.000000,197.000000,38.007401,21.883488
1646145438,45.057762,7.680986,3.000000,197.000000,28.475700,24.791904
1646145728,45.057739,7.680929,3.000000,200.000000,77.873459,22.375935
1646145728,45.057739,7.680929,3.000000,194.000000,41.252758,20.796785
1646146007,45.057743,7.680938,3.000000,190.000000,59.289734,21.170080
1646146007,45.057743,7.680938,3.000000,196.000000,64.285881,22.258373
1646146278,45.057739,7.680928,3.000000,192.000000,89.951035,24.593838
1646146278,45.057739,7.680928,3.000000,195.000000,73.415100,23.756262
1646146548,45.057732,7.680939,3.000000,194.000000,83.831245,23.603294
1646146548,45.057732,7.680939,3.000000,195.000000,95.683960,26.546867
1646146848,45.057732,7.680942,3.000000,193.000000,97.046722,24.353958
1646146848,45.057732,7.680942,4.000000,192.000000,82.368225,24.923208
1646147119,45.057735,7.680931,3.000000,194.000000,92.413643,24.585909
1646147119,45.057735,7.680931,4.000000,190.000000,100.192932,25.638727
1646147393,45.057732,7.680941,4.000000,190.000000,102.378723,27.437590
1646147393,45.057732,7.680941,4.000000,193.000000,85.226578,28.226782
1646147663,45.057735,7.680929,3.000000,192.000000,85.857269,24.693254
1646147663,45.057735,7.680929,3.000000,192.000000,85.138252,24.537275
1646147933,45.057747,7.680936,3.000000,189.000000,79.270576,27.030046
1646147933,45.057747,7.680936,3.000000,188.000000,115.387161,26.522057
1646148203,45.057735,7.680935,3.000000,183.000000,94.332840,25.195921
1646148203,45.057735,7.680935,3.000000,0.000000,94.332840,25.195921
1646148495,45.057743,7.680941,3.000000,189.000000,63.817249,20.734787
1646148495,45.057743,7.680941,2.000000,189.000000,92.093872,25.804455
1646148765,45.057739,7.680938,3.000000,187.000000,97.734528,25.831200
1646148765,45.057739,7.680938,3.000000,187.000000,93.835693,26.264732
1646149035,45.057732,7.680946,3.000000,182.000000,101.722473,24.550962
1646149035,45.057732,7.680946,3.000000,183.000000,76.348984,23.555639
1646152021,45.057732,7.680911,2.000000,174.000000,40.019936,16.133520
1646152021,45.057732,7.680911,2.000000,175.000000,76.414886,20.301029
1646152307,45.057739,7.680929,2.000000,177.000000,80.610077,20.618052
1646152307,45.057739,7.680929,2.000000,172.000000,83.837677,21.141689
1646152585,45.057743,7.680935,2.000000,172.000000,82.947197,19.679565
1646152585,45.057743,7.680935,2.000000,175.000000,68.865601,19.533413
1646152856,45.057747,7.680941,2.000000,173.000000,59.185684,18.849741
1646152856,45.057747,7.680941,2.000000,173.000000,76.966026,19.868071
1646153129,45.057739,7.680923,3.000000,173.000000,87.507736,20.048906
1646153129,45.057739,7.680923,3.000000,175.000000,46.072720,17.555758
1646153399,45.057743,7.680934,3.000000,171.000000,33.968170,17.606077
